LICENSENO,LICENSEDTTM,ISSDTTM,EXPDTTM,LICSTATUS,LICCATDESC,PRIMAPPLICANT,CONTACT,DBANAME,BUSINESSNAME,Manager,TOTALCAPACITY,FEEAMOUNT,CAPACITY,ENDTIME,NUMBEROFUNITS,Neighborhood,CAL_POLICEDISTRICTCODE,CAL_UNITTYPECODE,UnitTypeDescript,TotalEntCapacity,STNO,STNOHI,Address,CITY,STATE,ZIP,Location
CAL-133117,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,"Thomas Keady, Jr",NULL,Boston College Alumni Stadium,Boston College,"Thomas Keady, Jr",0,0,0,10:00 PM,1,Allston/Brighton,D-14,CassetteCD,Cassette/CD Player,0,2601,2609,  Beacon ST,Brighton,MA,2135,"(42.336400000, -71.165956000)"
CAL-133117,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,"Thomas Keady, Jr",NULL,Boston College Alumni Stadium,Boston College,"Thomas Keady, Jr",0,0,0,10:00 PM,1,Allston/Brighton,D-14,Radio,Radio,0,2601,2609,  Beacon ST,Brighton,MA,2135,"(42.336400000, -71.165956000)"
CAL-133117,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,"Thomas Keady, Jr",NULL,Boston College Alumni Stadium,Boston College,"Thomas Keady, Jr",0,0,0,10:00 PM,1,Allston/Brighton,D-14,TV,"Television (under 27"")",0,2601,2609,  Beacon ST,Brighton,MA,2135,"(42.336400000, -71.165956000)"
CAL-133118,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Keangkaiyot  Chourattana,"Thaitation, LLC",Thaitation,Thaitation LLC,Keangkaiyot  Chourattana,52,180,52,12:00 AM,1,Back Bay/South End,D-4,WidescrnTV,Widescreen Television,52,129,131,  Jersey ST,Boston,MA,2215,"(42.342320000, -71.096950000)"
CAL-133118,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Keangkaiyot  Chourattana,"Thaitation, LLC",Thaitation,Thaitation LLC,Keangkaiyot  Chourattana,52,0,0,12:00 AM,1,Back Bay/South End,D-4,Radio,Radio,52,129,131,  Jersey ST,Boston,MA,2215,"(42.342320000, -71.096950000)"
CAL-133118,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Keangkaiyot  Chourattana,"Thaitation, LLC",Thaitation,Thaitation LLC,Keangkaiyot  Chourattana,52,0,0,12:00 AM,1,Back Bay/South End,D-4,CassetteCD,Cassette/CD Player,52,129,131,  Jersey ST,Boston,MA,2215,"(42.342320000, -71.096950000)"
CAL-133119,11/26/2013 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Justin Lisonbee,NULL,Legal Harborside,"Legal Sea Foods, LLC",Justin Lisonbee,809,1800,0,2:00 AM,10,South Boston,C-6,WidescrnTV,Widescreen Television,809,242,280,  Northern AV,Boston,MA,2210,"(42.349030000, -71.038820000)"
CAL-133119,11/26/2013 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Justin Lisonbee,NULL,Legal Harborside,"Legal Sea Foods, LLC",Justin Lisonbee,809,0,0,2:00 AM,1,South Boston,C-6,DJ,Disc Jockey,809,242,280,  Northern AV,Boston,MA,2210,"(42.349030000, -71.038820000)"
CAL-133119,11/26/2013 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Justin Lisonbee,NULL,Legal Harborside,"Legal Sea Foods, LLC",Justin Lisonbee,809,0,0,2:00 AM,10,South Boston,C-6,InstVocal,Instrumental/Vocal,809,242,280,  Northern AV,Boston,MA,2210,"(42.349030000, -71.038820000)"
CAL-133120,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Sau Cai,NULL,Pho Pasteur II,"Pasteur Restaurant II, Inc.",Sau Cai,86,0,86,12:00 AM,1,Downtown/Charlestown/North End,A-1,CassetteCD,Cassette/CD Player,86,682,,  Washington ST,Boston,MA,2111,"(42.351393000, -71.062629000)"
CAL-133120,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Sau Cai,NULL,Pho Pasteur II,"Pasteur Restaurant II, Inc.",Sau Cai,86,0,0,12:00 AM,1,Downtown/Charlestown/North End,A-1,Radio,Radio,86,682,,  Washington ST,Boston,MA,2111,"(42.351393000, -71.062629000)"
CAL-133121,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Kongdet Remgkasetkig,NULL,Bangkok Bistro,"Phanphit, Inc.",Kongdet Remgkasetkig,19,0,0,1:00 AM,1,Allston/Brighton,D-14,CassetteCD,Cassette/CD Player,19,433,,  Washington ST,Brighton,MA,2135,"(42.349345000, -71.156794000)"
CAL-133121,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Kongdet Remgkasetkig,NULL,Bangkok Bistro,"Phanphit, Inc.",Kongdet Remgkasetkig,19,0,0,1:00 AM,1,Allston/Brighton,D-14,Radio,Radio,19,433,,  Washington ST,Brighton,MA,2135,"(42.349345000, -71.156794000)"
CAL-133121,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Kongdet Remgkasetkig,NULL,Bangkok Bistro,"Phanphit, Inc.",Kongdet Remgkasetkig,19,0,19,1:00 AM,3,Allston/Brighton,D-14,WidescrnTV,Widescreen Television,19,433,,  Washington ST,Brighton,MA,2135,"(42.349345000, -71.156794000)"
CAL-133122,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Michael Reza,NULL,Bravo Pizza,Bravo Restaurant Group LLC,Michael Reza,19,180,19,2:00 AM,1,Allston/Brighton,D-14,WidescrnTV,Widescreen Television,19,160,,  Brighton AV,Allston,MA,2134,"(42.352846000, -71.132618000)"
CAL-133122,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Michael Reza,NULL,Bravo Pizza,Bravo Restaurant Group LLC,Michael Reza,19,140,0,2:00 AM,1,Allston/Brighton,D-14,AutoAmuse,Auto Amusement Device/Game,19,160,,  Brighton AV,Allston,MA,2134,"(42.352846000, -71.132618000)"
CAL-133123,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Frank Pezzano,NULL,Assagio Restaurant,M.F.T. Corporation,Frank Pezzano,90,0,0,11:00 PM,1,Downtown/Charlestown/North End,A-1,CassetteCD,Cassette/CD Player,90,25,29,  Prince ST,Boston,MA,2113,"(42.364563000, -71.054160000)"
CAL-133123,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Frank Pezzano,NULL,Assagio Restaurant,M.F.T. Corporation,Frank Pezzano,90,0,0,11:00 PM,1,Downtown/Charlestown/North End,A-1,Radio,Radio,90,25,29,  Prince ST,Boston,MA,2113,"(42.364563000, -71.054160000)"
CAL-133123,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Frank Pezzano,NULL,Assagio Restaurant,M.F.T. Corporation,Frank Pezzano,90,0,0,11:00 PM,1,Downtown/Charlestown/North End,A-1,Jukebox,Jukebox,90,25,29,  Prince ST,Boston,MA,2113,"(42.364563000, -71.054160000)"
CAL-133123,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Frank Pezzano,NULL,Assagio Restaurant,M.F.T. Corporation,Frank Pezzano,90,0,90,11:00 PM,2,Downtown/Charlestown/North End,A-1,TV,"Television (under 27"")",90,25,29,  Prince ST,Boston,MA,2113,"(42.364563000, -71.054160000)"
CAL-133124,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,JOHN MCGEE,MCGEE,Mama Maria's Ristorante,"Buccelati, Inc.",JOHN MCGEE,76,0,76,12:00 AM,1,Downtown/Charlestown/North End,A-1,InstVocal,Instrumental/Vocal,76,3,,  North SQ,Boston,MA,2113,"(42.364070000, -71.053310000)"
CAL-133124,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,JOHN MCGEE,MCGEE,Mama Maria's Ristorante,"Buccelati, Inc.",JOHN MCGEE,76,0,0,12:00 AM,1,Downtown/Charlestown/North End,A-1,CassetteCD,Cassette/CD Player,76,3,,  North SQ,Boston,MA,2113,"(42.364070000, -71.053310000)"
CAL-133124,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,JOHN MCGEE,MCGEE,Mama Maria's Ristorante,"Buccelati, Inc.",JOHN MCGEE,76,0,0,12:00 AM,1,Downtown/Charlestown/North End,A-1,Radio,Radio,76,3,,  North SQ,Boston,MA,2113,"(42.364070000, -71.053310000)"
CAL-133124,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,JOHN MCGEE,MCGEE,Mama Maria's Ristorante,"Buccelati, Inc.",JOHN MCGEE,76,0,0,12:00 AM,1,Downtown/Charlestown/North End,A-1,TV,"Television (under 27"")",76,3,,  North SQ,Boston,MA,2113,"(42.364070000, -71.053310000)"
CAL-133125,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Ryan Jones,NULL,Bleacher Bar,Bleacher Bar LLC,Ryan Jones,198,140,0,2:00 AM,1,Back Bay/South End,D-4,AutoAmuse,Auto Amusement Device/Game,198,82A,, Lansdowne St,Boston,MA,2215,NULL
CAL-133125,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Ryan Jones,NULL,Bleacher Bar,Bleacher Bar LLC,Ryan Jones,198,0,0,2:00 AM,1,Back Bay/South End,D-4,Dartboard,Dartboard,198,82A,, Lansdowne St,Boston,MA,2215,NULL
CAL-133125,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Ryan Jones,NULL,Bleacher Bar,Bleacher Bar LLC,Ryan Jones,198,1080,0,2:00 AM,6,Back Bay/South End,D-4,WidescrnTV,Widescreen Television,198,82A,, Lansdowne St,Boston,MA,2215,NULL
CAL-133125,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Ryan Jones,NULL,Bleacher Bar,Bleacher Bar LLC,Ryan Jones,198,0,0,2:00 AM,1,Back Bay/South End,D-4,DJ,Disc Jockey,198,82A,, Lansdowne St,Boston,MA,2215,NULL
CAL-133125,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Ryan Jones,NULL,Bleacher Bar,Bleacher Bar LLC,Ryan Jones,198,0,0,2:00 AM,4,Back Bay/South End,D-4,InstVocal,Instrumental/Vocal,198,82A,, Lansdowne St,Boston,MA,2215,NULL
CAL-133125,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Ryan Jones,NULL,Bleacher Bar,Bleacher Bar LLC,Ryan Jones,198,0,0,2:00 AM,1,Back Bay/South End,D-4,CassetteCD,Cassette/CD Player,198,82A,, Lansdowne St,Boston,MA,2215,NULL
CAL-133125,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Ryan Jones,NULL,Bleacher Bar,Bleacher Bar LLC,Ryan Jones,198,800,198,2:00 AM,1,Back Bay/South End,D-4,Jukebox,Jukebox,198,82A,, Lansdowne St,Boston,MA,2215,NULL
CAL-133126,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Chris Tocchio,NULL,Figs,"Olives, Inc.",Chris Tocchio,59,0,59,11:00 PM,2,Downtown/Charlestown/North End,A-1,TV,"Television (under 27"")",59,67,,  Main ST,Charlestown,MA,2129,"(42.373647000, -71.062390000)"
CAL-133126,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Chris Tocchio,NULL,Figs,"Olives, Inc.",Chris Tocchio,59,0,0,11:00 PM,1,Downtown/Charlestown/North End,A-1,CassetteCD,Cassette/CD Player,59,67,,  Main ST,Charlestown,MA,2129,"(42.373647000, -71.062390000)"
CAL-133126,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Chris Tocchio,NULL,Figs,"Olives, Inc.",Chris Tocchio,59,0,0,11:00 PM,1,Downtown/Charlestown/North End,A-1,Radio,Radio,59,67,,  Main ST,Charlestown,MA,2129,"(42.373647000, -71.062390000)"
CAL-133128,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,John Foley,NULL,J.J. Foley's Fireside Tavern,"J.J. Foley's Fireside, Inc.",John Foley,101,0,0,2:00 AM,1,Jamaica Plain,E-13,CassetteCD,Cassette/CD Player,101,26,36,  Hyde Park AV,Jamaica Plain,MA,2130,"(42.299159000, -71.113781000)"
CAL-133128,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,John Foley,NULL,J.J. Foley's Fireside Tavern,"J.J. Foley's Fireside, Inc.",John Foley,101,0,0,2:00 AM,1,Jamaica Plain,E-13,Radio,Radio,101,26,36,  Hyde Park AV,Jamaica Plain,MA,2130,"(42.299159000, -71.113781000)"
CAL-133128,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,John Foley,NULL,J.J. Foley's Fireside Tavern,"J.J. Foley's Fireside, Inc.",John Foley,101,0,0,2:00 AM,1,Jamaica Plain,E-13,Jukebox,Jukebox,101,26,36,  Hyde Park AV,Jamaica Plain,MA,2130,"(42.299159000, -71.113781000)"
CAL-133128,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,John Foley,NULL,J.J. Foley's Fireside Tavern,"J.J. Foley's Fireside, Inc.",John Foley,101,0,0,2:00 AM,2,Jamaica Plain,E-13,TV,"Television (under 27"")",101,26,36,  Hyde Park AV,Jamaica Plain,MA,2130,"(42.299159000, -71.113781000)"
CAL-133128,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,John Foley,NULL,J.J. Foley's Fireside Tavern,"J.J. Foley's Fireside, Inc.",John Foley,101,180,0,2:00 AM,1,Jamaica Plain,E-13,WidescrnTV,Widescreen Television,101,26,36,  Hyde Park AV,Jamaica Plain,MA,2130,"(42.299159000, -71.113781000)"
CAL-133128,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,John Foley,NULL,J.J. Foley's Fireside Tavern,"J.J. Foley's Fireside, Inc.",John Foley,101,180,0,2:00 AM,1,Jamaica Plain,E-13,DVDVCR,DVD/VCR,101,26,36,  Hyde Park AV,Jamaica Plain,MA,2130,"(42.299159000, -71.113781000)"
CAL-133128,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,John Foley,NULL,J.J. Foley's Fireside Tavern,"J.J. Foley's Fireside, Inc.",John Foley,101,140,101,2:00 AM,1,Jamaica Plain,E-13,AutoAmuse,Auto Amusement Device/Game,101,26,36,  Hyde Park AV,Jamaica Plain,MA,2130,"(42.299159000, -71.113781000)"
CAL-133218,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Montgomery,NULL,Rumor,Paga Inc.,Montgomery,498,1000,498,2:00 AM,1,Downtown/Charlestown/North End,A-1,CassetteCD,Cassette/CD Player,498,100,,  Warrenton ST,Boston,MA,2116,"(42.350776000, -71.066229000)"
CAL-133130,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Robert Orchard,NULL,Cutler Majestic Theatre at Emerson College,Emerson College,Robert Orchard,1157,175,1157,11:00 PM,1157,Downtown/Charlestown/North End,A-1,Theatre,Theatre,1157,219,,  Tremont ST,Boston,MA,2116,"(42.351570000, -71.065020000)"
CAL-133131,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Guiseppe Pagliuca,NULL,Pagliuca's Restaurant,"Pagliuca's Restaurant, Inc.",Guiseppe Pagliuca,68,0,68,12:00 AM,1,Downtown/Charlestown/North End,A-1,CassetteCD,Cassette/CD Player,68,14,16, Parmenter St,Boston,MA,2113,"(42.363740000, -71.054963000)"
CAL-133131,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Guiseppe Pagliuca,NULL,Pagliuca's Restaurant,"Pagliuca's Restaurant, Inc.",Guiseppe Pagliuca,68,0,0,12:00 AM,1,Downtown/Charlestown/North End,A-1,Radio,Radio,68,14,16, Parmenter St,Boston,MA,2113,"(42.363740000, -71.054963000)"
CAL-133131,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Guiseppe Pagliuca,NULL,Pagliuca's Restaurant,"Pagliuca's Restaurant, Inc.",Guiseppe Pagliuca,68,0,0,12:00 AM,1,Downtown/Charlestown/North End,A-1,Jukebox,Jukebox,68,14,16, Parmenter St,Boston,MA,2113,"(42.363740000, -71.054963000)"
CAL-133131,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Guiseppe Pagliuca,NULL,Pagliuca's Restaurant,"Pagliuca's Restaurant, Inc.",Guiseppe Pagliuca,68,0,0,12:00 AM,3,Downtown/Charlestown/North End,A-1,TV,"Television (under 27"")",68,14,16, Parmenter St,Boston,MA,2113,"(42.363740000, -71.054963000)"
CAL-133131,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Guiseppe Pagliuca,NULL,Pagliuca's Restaurant,"Pagliuca's Restaurant, Inc.",Guiseppe Pagliuca,68,360,0,12:00 AM,2,Downtown/Charlestown/North End,A-1,WidescrnTV,Widescreen Television,68,14,16, Parmenter St,Boston,MA,2113,"(42.363740000, -71.054963000)"
CAL-133132,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,John J Mckenna,NULL,Knights of Columbus Blg. Assoc. of Roslindale,Knights of Columbus Ass. of Rosl.,John J Mckenna,435,0,0,2:00 AM,1,West Roxbury/Roslindale,E-5,Jukebox,Jukebox,435,4192,,  Washington ST,Roslindale,MA,2131,"(42.287270000, -71.126990000)"
CAL-133132,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,John J Mckenna,NULL,Knights of Columbus Blg. Assoc. of Roslindale,Knights of Columbus Ass. of Rosl.,John J Mckenna,435,420,0,2:00 AM,3,West Roxbury/Roslindale,E-5,AutoAmuse,Auto Amusement Device/Game,435,4192,,  Washington ST,Roslindale,MA,2131,"(42.287270000, -71.126990000)"
CAL-133132,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,John J Mckenna,NULL,Knights of Columbus Blg. Assoc. of Roslindale,Knights of Columbus Ass. of Rosl.,John J Mckenna,435,180,435,2:00 AM,1,West Roxbury/Roslindale,E-5,WidescrnTV,Widescreen Television,435,4192,,  Washington ST,Roslindale,MA,2131,"(42.287270000, -71.126990000)"
CAL-133132,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,John J Mckenna,NULL,Knights of Columbus Blg. Assoc. of Roslindale,Knights of Columbus Ass. of Rosl.,John J Mckenna,435,0,0,2:00 AM,4,West Roxbury/Roslindale,E-5,TV,"Television (under 27"")",435,4192,,  Washington ST,Roslindale,MA,2131,"(42.287270000, -71.126990000)"
CAL-133133,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Stephen Immel,NULL,Zuma Tex Mex Grill,"BB KITCHEN, INC.",Stephen Immel,117,360,117,2:00 AM,2,Downtown/Charlestown/North End,A-1,WidescrnTV,Widescreen Television,117,353A,, Faneuil Hall Marketplace ,Boston,MA,2109,NULL
CAL-133133,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Stephen Immel,NULL,Zuma Tex Mex Grill,"BB KITCHEN, INC.",Stephen Immel,117,0,0,2:00 AM,1,Downtown/Charlestown/North End,A-1,CassetteCD,Cassette/CD Player,117,353A,, Faneuil Hall Marketplace ,Boston,MA,2109,NULL
CAL-133133,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Stephen Immel,NULL,Zuma Tex Mex Grill,"BB KITCHEN, INC.",Stephen Immel,117,0,0,2:00 AM,1,Downtown/Charlestown/North End,A-1,Radio,Radio,117,353A,, Faneuil Hall Marketplace ,Boston,MA,2109,NULL
CAL-133133,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Stephen Immel,NULL,Zuma Tex Mex Grill,"BB KITCHEN, INC.",Stephen Immel,117,0,0,2:00 AM,1,Downtown/Charlestown/North End,A-1,Jukebox,Jukebox,117,353A,, Faneuil Hall Marketplace ,Boston,MA,2109,NULL
CAL-133133,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Stephen Immel,NULL,Zuma Tex Mex Grill,"BB KITCHEN, INC.",Stephen Immel,117,0,0,2:00 AM,2,Downtown/Charlestown/North End,A-1,TV,"Television (under 27"")",117,353A,, Faneuil Hall Marketplace ,Boston,MA,2109,NULL
CAL-133134,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Melissa Surber,NULL,Bertucci's,Bertucci's Restaurant Corporation,Melissa Surber,210,0,0,2:00 AM,1,Downtown/Charlestown/North End,A-1,CassetteCD,Cassette/CD Player,210,22,22,  Merchants RO,Boston,MA,2109,"(42.359407000, -71.055821000)"
CAL-133134,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Melissa Surber,NULL,Bertucci's,Bertucci's Restaurant Corporation,Melissa Surber,210,0,0,2:00 AM,1,Downtown/Charlestown/North End,A-1,Radio,Radio,210,22,22,  Merchants RO,Boston,MA,2109,"(42.359407000, -71.055821000)"
CAL-133134,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Melissa Surber,NULL,Bertucci's,Bertucci's Restaurant Corporation,Melissa Surber,210,360,0,2:00 AM,2,Downtown/Charlestown/North End,A-1,WidescrnTV,Widescreen Television,210,22,22,  Merchants RO,Boston,MA,2109,"(42.359407000, -71.055821000)"
CAL-133134,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Melissa Surber,NULL,Bertucci's,Bertucci's Restaurant Corporation,Melissa Surber,210,0,210,2:00 AM,1,Downtown/Charlestown/North End,A-1,TV,"Television (under 27"")",210,22,22,  Merchants RO,Boston,MA,2109,"(42.359407000, -71.055821000)"
CAL-133135,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Joanne Chang,NULL,Myers & Chang,"Meyers & Chang, LLC",Joanne Chang,75,0,75,12:00 AM,1,Back Bay/South End,D-4,CassetteCD,Cassette/CD Player,75,1143,1149,  Washington ST,Roxbury,MA,2118,"(42.343800000, -71.066310000)"
CAL-133136,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Joseph Nowak,Polish American Citizens Club,Polish American Citizen's Club of S. Boston,Polish American Citizen's Club of S. Boston,Joseph Nowak,453,0,453,1:00 AM,1,South Boston,C-6,CassetteCD,Cassette/CD Player,453,82,84,  Boston ST,Dorchester,MA,2125,"(42.326620000, -71.058300000)"
CAL-133136,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Joseph Nowak,Polish American Citizens Club,Polish American Citizen's Club of S. Boston,Polish American Citizen's Club of S. Boston,Joseph Nowak,453,0,0,1:00 AM,2,South Boston,C-6,TV,"Television (under 27"")",453,82,84,  Boston ST,Dorchester,MA,2125,"(42.326620000, -71.058300000)"
CAL-133136,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Joseph Nowak,Polish American Citizens Club,Polish American Citizen's Club of S. Boston,Polish American Citizen's Club of S. Boston,Joseph Nowak,453,540,0,1:00 AM,3,South Boston,C-6,WidescrnTV,Widescreen Television,453,82,84,  Boston ST,Dorchester,MA,2125,"(42.326620000, -71.058300000)"
CAL-133136,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Joseph Nowak,Polish American Citizens Club,Polish American Citizen's Club of S. Boston,Polish American Citizen's Club of S. Boston,Joseph Nowak,453,280,0,1:00 AM,2,South Boston,C-6,AutoAmuse,Auto Amusement Device/Game,453,82,84,  Boston ST,Dorchester,MA,2125,"(42.326620000, -71.058300000)"
CAL-133136,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Joseph Nowak,Polish American Citizens Club,Polish American Citizen's Club of S. Boston,Polish American Citizen's Club of S. Boston,Joseph Nowak,453,0,0,1:00 AM,1,South Boston,C-6,Jukebox,Jukebox,453,82,84,  Boston ST,Dorchester,MA,2125,"(42.326620000, -71.058300000)"
CAL-133137,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,LISA BAKER,NULL,Starbucks Coffee # 7268,Starbucks Corporation,LISA BAKER,15,0,15,7:00 PM,1,Downtown/Charlestown/North End,A-1,CassetteCD,Cassette/CD Player,15,1,,  Federal ST,Boston,MA,2110,"(42.356100000, -71.056950000)"
CAL-133138,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,"Joe Sammartino, Jr",NULL,Phillips House,"Phillips Old Colony House, Inc.","Joe Sammartino, Jr",400,0,0,2:00 AM,1,Dorchester,C-11,DJ,Disc Jockey,400,780,,  William T Morrissey BL,Dorchester,MA,2125,"(42.295450000, -71.047160000)"
CAL-133138,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,"Joe Sammartino, Jr",NULL,Phillips House,"Phillips Old Colony House, Inc.","Joe Sammartino, Jr",400,0,0,2:00 AM,1,Dorchester,C-11,CassetteCD,Cassette/CD Player,400,780,,  William T Morrissey BL,Dorchester,MA,2125,"(42.295450000, -71.047160000)"
CAL-133138,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,"Joe Sammartino, Jr",NULL,Phillips House,"Phillips Old Colony House, Inc.","Joe Sammartino, Jr",400,0,0,2:00 AM,1,Dorchester,C-11,Radio,Radio,400,780,,  William T Morrissey BL,Dorchester,MA,2125,"(42.295450000, -71.047160000)"
CAL-133138,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,"Joe Sammartino, Jr",NULL,Phillips House,"Phillips Old Colony House, Inc.","Joe Sammartino, Jr",400,0,0,2:00 AM,1,Dorchester,C-11,TV,"Television (under 27"")",400,780,,  William T Morrissey BL,Dorchester,MA,2125,"(42.295450000, -71.047160000)"
CAL-133138,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,"Joe Sammartino, Jr",NULL,Phillips House,"Phillips Old Colony House, Inc.","Joe Sammartino, Jr",400,0,0,2:00 AM,6,Dorchester,C-11,WidescrnTV,Widescreen Television,400,780,,  William T Morrissey BL,Dorchester,MA,2125,"(42.295450000, -71.047160000)"
